imdbID,Title,Year,Rating,Directors,Writers,Composers,Cast,IMDbRating,Metascore,OriginCountry,OriginalLanguage
240772,Ocean's Eleven,2001,5.0,Steven Soderbergh,Ted Griffin,David Holmes,"George Clooney, Brad Pitt, Andy García, Matt Damon, Julia Roberts, Casey Affleck, Scott Caan, Elliott Gould, Eddie Jemison, Bernie Mac, Shaobo Qin, Carl Reiner, Cecelia Ann Birt, Paul L. Nolan, Carol Florence, Lori Galinski, Mark Gantt, Tim Perez, Frank Patton III, Jorge R. Hernandez, Tim Snay, Miguel Pérez, Lennox Lewis, Wladimir Klitschko, Barry Brandt, William Patrick Johnson, Robert Peters, David Jensen, Kelly Adkins, Gregory Stenson, Joe La Due, John C. Fiore, Tommy Kordick, Michael Delano, Charles La Russa, Anthony Allison, Ronn Soeda, Robin Sachs, J.P. Manoux, Jerry Weintraub, Frankie J. Allison, James Curatola, Henry Silva, Eydie Gormé, Angie Dickinson, Steve Lawrence, Wayne Newton, Siegfried Fischbacher, Roy Horn, Jim Lampley, Larry Merchant, Richard Reed, David Sontag, Larry Sontag, Bill Allison, Rusty Meyers, Joe Coyle, Scott L. Schwartz, Richard Steele, John Robotham, Vincent M. Ward, Scott Beringer, Jim Alfonso, Don Cheadle, Topher Grace, Joshua Jackson, Shane West, Barry Watson, Holly Marie Combs, Viola Davis, Steven Soderbergh, David Leitch, Thomas Rosales Jr., Kerry Rossall, Mike Malone, Tony Brown, J.P. Riley, Yann Toderi",7.7,74.0,United States,English
407887,The Departed,2006,4.5,Martin Scorsese,William Monahan,Howard Shore,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan, James Badge Dale, David O'Hara, Mark Rolston, Robert Wahlberg, Kristen Dalton, Thomas B. Duffy, Richard Hughes, J.C. MacKenzie, Mary Klug, Peg Holzemer, Robert 'Toshi' Kar Yuen Chan, Gurdeep Singh, Armen Garo, John Cenatiempo, Joseph Riccobene, Billy Smith, Lyman Chen, Kevin P. McCarthy, Chris Fischer, Brian Smyj, William Severs, Larry Mitchell, Anthony Estrella, Andrew Breving, Tracey Paleo, Douglas Crosby, Dorothy Lyman, Audrie Neenan, Frank Mallicoat, Paula DeMers, Conor Donovan, Amanda Lynch, Sallie Toussaint, Patrick Coppola, Mick O'Rourke, Deborah Carlson, Nellie Sciutto, Peter Welch, Henry Yuk, Dennis Lynch, Michael Byron, William Lee, John Rue, Peter Crafts, Joseph P. Reidy, John Farrer, Paris Karounos, Brian Haley, Terry Serpico, Jay Giannone, John Polce, Bo Cleary, David Conley, Victor Chan, Jill Brown, Sarah Fearon, Denece Ryland, Daniel F. Risteen, Jr., Francis P. Hughes, Johnny Cicco, Chance Kelly, Shay Duffin, John McConnell, Kenneth Stoddard, Jeffrey Winter, Paddy Curran, Mark Philip Patrick, David Fischer, Walter Y.F. Wong, Tony M. Yee, Francesca Scorsese, Alex Morris, Emma Tillinger Koskoff, Craig 'Radio Man' Castaldo, Takumi Bando, Eric Bruno Borgman, Brendan Burke, Chris Chinn, Jeffrey Corazzini, Jim Ford, Trudi Goodman, Steve Lord, Jack McCullough, Osmani Rodriguez, Lawrence Cameron Steele, Conor Timmis, Joseph Oliveira, Adam Masnyk, John Franchi, Paul McGillicuddy",8.5,85.0,United States,English
10655524,It Ends with Us,2024,2.0,Justin Baldoni,Christy Hall,"Rob Simonsen, Duncan Blickenstaff","Blake Lively, Justin Baldoni, Jenny Slate, Brandon Sklenar, Hasan Minhaj, Kevin McKidd, Amy Morton, Alex Neustaedter, Isabela Ferrer, Robert Clohessy, Robin S. Walker, Emily Baldoni, Adam Mondschein, Caroline Siegrist, Robyn Lively, Megan Robinson, Steve Monroe, Daphne Zelle",6.3,53.0,United States,English
2321549,The Babadook,2014,4.0,Jennifer Kent,Jennifer Kent,Jed Kurzel,"Essie Davis, Noah Wiseman, Hayley McElhinney, Daniel Henshall, Barbara West, Ben Winspear, Cathy Adamek, Craig Behenna, Hachi, Tim Purcell, Chloe Hurn, Jacquy Phillips, Bridget Walters, Adam Morgan, Pippa Wanganeen, Peta Shannon, Michelle Nightingale, Tony Mack, Carmel Johnson, Michael Gilmour, Craig McArdle, Terence Crawford, Tiffany Lyndall-Knight, Lucy Hong, Sophie Riggs, John Maurice, Stephen Sheehan, Alicia Zorkovic, Lotte Crawford, Chris Roberts, Annie Batten, India Zorkovic, Isla Zorkovic, Charlie Crabtree, Ethan Grabis, Sophie Allan",6.8,86.0,Australia,English
167404,The Sixth Sense,1999,4.5,M. Night Shyamalan,M. Night Shyamalan,James Newton Howard,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Donnie Wahlberg, Trevor Morgan, Mischa Barton, Angelica Page, Greg Wood, Peter Anthony Tambakis, Jeffrey Zubernis, Bruce Norris, Glenn Fitzgerald, Lisa Summerour, Firdous Bamji, Samia Shoaib, Hayden Saunier, Janis Dardaris, Neill Hartley, Sarah Ripard, Heidi Fischer, KaDee Strickland, Michael J. Lyons, Samantha Fitzpatrick, Holly Cross Vagley, Kate Kearney-Patch, Marilyn Shanok, M. Night Shyamalan, Wes Heywood, Nico Woulard, Carol Nielson, Keith Woulard, Jodi Dawson, Tony Michael Donnelly, Ronnie Lea, Carlos Xavier Lopez, Gino Inverso, Ellen Sheppard, Tom McLaughlin, Candy Aston-Dennis, Patrick McDade, Jose L. Rodriguez, Gina Allegro, Bob Bowersox, Matt Casale, Kym Cohen, Colleen June McQuaide, Jonathan Nation, Sean Oliver, Alison Robertson",8.2,64.0,United States,English
68646,The Godfather,1972,4.5,Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola",Nino Rota,"Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano, Diane Keaton, Talia Shire, Gianni Russo, Sterling Hayden, John Marley, Richard Conte, Al Lettieri, Abe Vigoda, John Cazale, Rudy Bond, Al Martino, Morgana King, Lenny Montana, John Martino, Salvatore Corsitto, Richard Bright, Alex Rocco, Tony Giorgio, Vito Scotti, Tere Livrano, Victor Rendina, Jeannie Linero, Julie Gregg, Ardell Sheridan, Simonetta Stefanelli, Angelo Infanti, Corrado Gaipa, Franco Citti, Saro Urzì, Roman Coppola, Sofia Coppola, Don Costello, Italia Coppola, Gray Frederickson, Ron Gilbert, Sonny Grosso, Louis Guss, Randy Jurgensen, Tony King, Tony Lip, Joe Lo Grippo, Lou Martini Jr., Raymond Martino, Joseph Medaglia, Carol Morley, Rick Petrucelli, Sal Richards, Tom Rosqui, Frank Sivero, Filomena Spagnuolo, Joe Spinell, Gabriele Torrei, Nick Vallelonga, Conrad Yama",9.2,100.0,United States,English
120783,The Parent Trap,1998,3.0,Nancy Meyers,"David Swift, Nancy Meyers, Charles Shyer",Alan Silvestri,"Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix, Lisa Ann Walter, Simon Kunz, Polly Holliday, Maggie Wheeler, Ronnie Stevens, Erin Mackey, Joanna Barnes, Hallie Meyers-Shyer, Maggie Emma Thomas, Courtney Woods, Kat Graham, Michael Lohan Jr., Rachel Sullivan, Katie DeShan, Brighton Hertford, Jennifer Lin, Amy Centner, Mia Tramz, Christina Toral, Dana Ponder, Brianne Mercier, Danielle Sherman, Natasha Melnick, Amanda Hampton, Lisa Iverson, Lisa Cloud, Kellie Foster, Heidi Boren, Marissa Leigh, Heather Wayrock, John Atterbury, Hamish McColl, Vendela Kirsebom, Alex Cole, J. Patrick McCormack, William Akey, David Doty, Roshanna Baron, Annie Meyers-Shyer, Brian Fenwick, Jonneine Hellerstein, Troy Christian, Denise Holland, Terry Kerr, Bruce A. Block, Chéri Ballinger, Andrew Blackall, Greg Bronson, Jane Doole, Casey Floresca, Beau Holden, Aliana Lohan, Dina Lohan, Dakota Lohan",6.7,63.0,United States,English
77651,Halloween,1978,5.0,John Carpenter,"John Carpenter, Debra Hill",John Carpenter,"Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P. J. Soles, Charles Cyphers, Kyle Richards, Brian Andrews, John Michael Graham, Nancy Stephens, Arthur Malet, Mickey Yablans, Brent Le Page, Adam Hollander, Robert Phalen, Tony Moran, Will Sandin, Sandy Johnson, David Kyle, Peter Griffith, Nick Castle, Barry Bernardi, Joseph Cornelius, George O'Hanlon, Jr., Darla Rae, John Carpenter, Tommy Lee Wallace",7.7,90.0,United States,English
3235888,It Follows,2014,4.0,David Robert Mitchell,David Robert Mitchell,Rich Vreeland,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi, Lili Sepe, Bailey Spry, Carollette Phillips, Loren Bass, Charles Gertner, Debbie Williams, Ruby Harris, Leisa Pulido, D.J. Oliver, Linda Boston, Ingrid Mortimer, Kourtney Bell, Alexyss Spradlin, Mike Lanier, Claire Sloma, Scott Norman, Erin Stone, Joanna Bronson, Don Hails, Ele Bardha, Caitlin Burt, Heather Fairbanks, Vincent Hogarth, Christopher Hohman, Rich Vreeland",6.8,83.0,United States,English
82495,Halloween II,1981,2.5,Rick Rosenthal,"John Carpenter, Debra Hill","Alan Howarth, John Carpenter","Jamie Lee Curtis, Donald Pleasence, Charles Cyphers, Jeffrey Kramer, Lance Guest, Pamela Susan Shoop, Hunter von Leer, Dick Warlock, Leo Rossi, Gloria Gifford, Tawny Moyer, Ana Alicia, Ford Rainey, Cliff Emmich, Nancy Stephens, John Zenda, Catherine Bergstrom, Alan Haufrect, Lucille Benson, Howard Culver, Dana Carvey, Billy Warlock, Jonathan Prince, Leigh French, Ty Mitchell, Nancy Kyes, Pamela McMyler, Dennis Holahan, Nichole Drucker, Ken Smolka, Adam Gunn, Roger Hampton, Robin Coleman, Jack Verbois, Tony Moran, Kyle Richards, Brian Andrews, Anne Bruner, Anne-Marie Martin, Helen Kelly, Kim Gottlieb, Don Ramey Logan, Nancy Platt Jacoby, Lance Warlock",6.5,40.0,United States,English
8633478,Run,2020,3.5,Aneesh Chaganty,"Sev Ohanian, Aneesh Chaganty",Torin Borrowdale,"Sarah Paulson, Kiera Allen, Pat Healy, Sara Sohn, Erik Athavale, BJ Harrison, Sharon Bajer, Onalee Ames, Joanne Rodriguez, Ernie Foort, Bradley Sawatzky, Cory Wojcik, Tony Revolori, Carter Heintz, Steve Pacaud, Derek James Trapp",6.7,67.0,United States,English
13318942,Dark Windows,2023,1.5,Alex Herron,Ulvrik Kraft,Kim Berg,"Rory Alexander, Vanessa Borgli, Anna Bullard, Annie Hamilton, Rachel Fowler, Morten Holst, Grace Binford Sheene, Jóel Sæmundsson, Christine Donlon",4.5,,Norway,English
5638642,The Ritual,2017,3.0,David Bruckner,Joe Barton,Ben Lovett,"Rafe Spall, Arsher Ali, Robert James-Collier, Sam Troughton, Paul Reid, Matthew Needham, Jacob James Beswick, Maria Erwolter, Hilary Reeves, Peter Liddell, Francesca Mula, Kerri McLean, Gheorghe Mezei, Adriana Macsut, Constantin Codrea, Zane Jarcu",6.4,57.0,United Kingdom,English
6644200,A Quiet Place,2018,3.5,John Krasinski,"Bryan Woods, Scott Beck, John Krasinski",Marco Beltrami,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe, Cade Woodward, Leon Russom, Rhoda Pell",7.5,82.0,United States,English
185937,The Blair Witch Project,1999,4.0,"Daniel Myrick, Eduardo Sánchez","Daniel Myrick, Eduardo Sánchez",Tony Cora,"Rei Hance, Joshua Leonard, Michael C. Williams, Bob Griffin, Jim King, Sandra Sánchez, Ed Swanson, Patricia DeCou, Mark Mason, Susie Gooch",6.5,80.0,United States,English
6772950,Truth or Dare,2018,1.5,Jeff Wadlow,"Michael Reisz, Jillian Jacobs, Christopher Roach, Jeff Wadlow",Matthew Margeson,"Lucy Hale, Violett Beane, Tyler Posey, Hayden Szeto, Aurora Perrineau, Sophia Ali, Landon Liboiron, Morgan Lindholm, Gary Anthony Williams, Ezmie Garcia, Nolan Gerard Funk, Sam Lerner, Brady Smith, Tom Choi, Vera Taylor, Andrew Howard, Omar Leyva, Leslie Stratton, Chasen Banks, Marcie Jean, Alexander Roberts, Ellie Laufer, Jake Delaney, Myron Natwick, Nefetari Spencer, Alexis Jacknow, Rubén Garfias, Bradley Snedeker, Lisa Catara, Tim Neff, Dominic Vedder, Sierra Hawkins, Angelique Kenney, Logan William McPeak, Gregg Daniel, Alex Montalban",5.2,35.0,United States,English
9224104,Meg 2: The Trench,2023,1.0,Ben Wheatley,"Dean Georgaris, Erich Hoeber, Jon Hoeber",Harry Gregson-Williams,"Jason Statham, Wu Jing, Shuya Sophia Cai, Page Kennedy, Sergio Peris-Mencheta, Sienna Guillory, Cliff Curtis, Skyler Samuels, Melissanthi Mahut, Whoopie van Raam, Kiran Sonia Sawar, Felix Mayr, Guo Tao, Robin Hill, Dai Lele, Ivy Tsui, Stewart Alexander, Able Wanamakok, Xiong Jinyi, Cai Jingjing, Kenneth Won, Longxi, Bai Narisu, Matthew Stirling, Richard Glover, Billy Clements, Jonny James, Enzo di Bonaventura, Sara Dee, Li Xin, Goran Lečić",5.0,40.0,United States,English
365748,Shaun of the Dead,2004,4.5,Edgar Wright,"Simon Pegg, Edgar Wright","Dan Mudford, Pete Woodhead","Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis, Dylan Moran, Jessica Hynes, Penelope Wilton, Bill Nighy, Martin Freeman, Matt Lucas, Peter Serafinowicz, Rafe Spall, Reece Shearsmith, Tamsin Greig, Julia Deakin, Steve Emerson, Nicola Cunningham, Arvind Doshi, Stuart Powell, Phyllis MacMahon, Patricia Franklin, Mark Donovan, Chris Martin, Jon Buckland, Vernon Kay, Trisha Goddard, Jeremy Thompson, Carol Barnes, Krishnan Guru-Murthy, Rob Butler, Keir Mills, Matt Jaynes, Gavin Ferguson, Horton Jupiter, Tim Baggaley, Finola Geraghty, Sonnell Dadral, Samantha Day, David Park, Robert Fitch, Sharon Gavin, Patch Connolly, Christopher Harwood, Nick Ewans, Alex Lutes, Keith Chegwin, Lucy Akhurst, Joe Cornish, Garth Jennings, Paul Kaye, Lauren Laverne, Michael Smiley, Paul Putner, Antonia Campbell-Hughes, Rob Brydon, Julia Davis, Mark Gatiss, Robert Popper, David Walliams, Peter Baynham, Edgar Wright, Nicholas Wilson, Kevin Wilson",7.9,76.0,United Kingdom,English
117571,Scream,1996,5.0,Wes Craven,Kevin Williamson,Marco Beltrami,"Neve Campbell, David Arquette, Courteney Cox, Rose McGowan, Matthew Lillard, Skeet Ulrich, Jamie Kennedy, Drew Barrymore, Joseph Whipp, W. Earl Brown, Roger L. Jackson, Kevin Patrick Walls, David Booth, Carla Hatley, Lawrence Hecht, Liev Schreiber, Lois Saunders, Lisa Beach, Tony Kilbert, C.W. Morgan, Frances Lee McCain, Troy Bishop, Ryan Kennedy, Leonora Scelfo, Nancy Anne Ridder, Lisa Canning, Bonnie Wood, Aurora Draper, Kenny Kwong, Justin Sullivan, Kurtis Bedford, Angela Miller, Henry Winkler, Linda Blair, Wes Craven",7.4,66.0,United States,English
5052448,Get Out,2017,4.5,Jordan Peele,Jordan Peele,Michael Abels,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford, Caleb Landry Jones, Marcus Henderson, Betty Gabriel, LaKeith Stanfield, Stephen Root, Lil Rel Howery, Ashley LeConte Campbell, John Wilmot, Caren L. Larkey, Julie Ann Doan, Rutherford Cravens, Geraldine Singer, Yasuhiko Oyama, Richard Herd, Erika Alexander, Jeronimo Spinx, Ian Casselberry, Trey Burvant, John Donohue, Sean Paul Braud, Zailand Adams, Keegan-Michael Key, Jordan Peele, Evan Shafran, Tahj Vaughans",7.8,85.0,United States,English
72271,The Texas Chain Saw Massacre,1974,3.5,Tobe Hooper,"Kim Henkel, Tobe Hooper",,"Marilyn Burns, Allen Danziger, Paul A. Partain, William Vail, Teri McMinn, Edwin Neal, Jim Siedow, Gunnar Hansen, John Dugan, Robert Courtin, William Creamer, John Henry Faulk, Jerry Green, Ed Guinn, Joe Bill Hogan, Perry Lorenz, John Larroquette",7.4,91.0,United States,English
10691162,Aftermath,2021,2.0,Peter Winther,Dakota Gorman,Sacha Chaban,"Ashley Greene, Shawn Ashmore, Jason Liles, Britt Baron, Sharif Atkins, Diana Hopper, Ross McCall, Paula Garcés, Alexander Bedria, Soraya Kelley, Jamie Kaler, Travis Coles, Juliette Jeffers, Susan Walters, Freddie Basnight, Josiah Lipscomb, Debbie Fan, Jessica Winther, Sandra Prosper, Michaela Sasner, Ryan P. Shrime",5.3,,United States,English
5814060,The Nun,2018,1.5,Corin Hardy,Gary Dauberman,Abel Korzeniowski,"Taissa Farmiga, Demián Bichir, Bonnie Aarons, Jonas Bloquet, Ingrid Bisu, Patrick Wilson, Vera Farmiga, Lili Taylor, Charlotte Hope, Sandra Teles, Maria Obretin, August Maturo, Jack Falk, Lynnette Gaza, Ani Sava, Michael Smiley, Gabrielle Downey, David Horovitch, Tudor Munteanu, Lili Bordán, Scarlett Hicks, Izzie Coffey, Jared Morgan, Laur Dragan, Eugeniu Cozma, Manuela Ciucur, Beatrice Péter, Ana Udroiu, Andreea Sovan, Dana Voicu, Andreea Moldovianu, Beatrice Rubica, Claudia Susanu, Boiangiu Alma, Gabriela Irina Dinca, Dee Bradley Baker, Debra Wilson, Mark Steger, Lidiya Korotko, Emma Appleton, Jonny Coyne, Natalie Creek, Flynn Hayward, Daniel Mandehr, Samson Marraccino, Jamie Muscato, Lourdes Nadres, Simon Rhee, Sandra Rosko, HayRae Rummel, Claudio Lee Smith",5.4,46.0,United States,English
1853739,You're Next,2011,2.5,Adam Wingard,Simon Barrett,Mads Heldtberg,"Sharni Vinson, Nicholas Tucci, Wendy Glenn, AJ Bowen, Joe Swanberg, Margaret Laney, Amy Seimetz, Ti West, Rob Moran, Barbara Crampton, L.C. Holt, Simon Barrett, Lane Hughes, Larry Fessenden, Kate Lyn Sheil, Calvin Lee Reeder",6.6,66.0,United States,English
3322940,Annabelle,2014,2.0,John R. Leonetti,Gary Dauberman,Joseph Bishara,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard, Eric Ladin, Kerry O'Malley, Brian Howe, Ivar Brogger, Gabriel Bateman, Shiloh Nelson, Morganna Bridgers, Michelle Romano, Paige Diaz, Tree O'Toole, Trampas Thompson, Camden Singer, Keira Daniels, Richard Allan Jones, Christopher Shaw, Geoff Wehner, Sasha Sheldon, Robin Pearson Rose, Joseph Bishara",5.5,37.0,United States,English
1740707,Troll Hunter,2010,4.5,André Øvredal,André Øvredal,,"Otto Jespersen, Glenn Erland Tosterud, Johanna Mørck, Tomas Alf Larsen, Hans Morten Hansen, Urmila Berg-Domaas, Knut Nærum, Robert Stoltenberg, Eirik Bech, TomTom Jorgensen, Torunn Lødemel Stokkeland, Inge Erik Henjesand, Benedicte Aubert Ringnes, Magne Skjævesland, Finn Norvald Øvredal, Kaja Halden Aarrestad",6.9,61.0,Norway,Norwegian
102926,The Silence of the Lambs,1991,5.0,Jonathan Demme,Ted Tally,Howard Shore,"Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald, Brooke Smith, Diane Baker, Kasi Lemmons, Frankie Faison, Tracey Walter, Charles Napier, Danny Darst, Alex Coleman, Dan Butler, Paul Lazar, Ron Vawter, Roger Corman, Lawrence A. Bonney, Lawrence T. Wrentz, Don Brockett, Frank Seals Jr., Stuart Rudin, Maria Skorobogatov, Jeffrie Lane, Leib Lensky, George 'Red' Schwartz, Jim Roche, James B. Howard, Bill Miller, Chuck Aber, Gene Borkan, Pat McNamara, Kenneth Utt, Adelle Lutz, Obba Babatundé, George Michael, Jim Dratfield, D. Stanton Miranda, Rebecca Saxon, Cynthia Ettinger, Brent Hinkley, Steve Wyatt, David Early, Andre B. Blake, Bill Dalzell, Chris Isaak, Daniel von Bargen, Tommy Lafitte, Josh Broder, Buzz Kilman, Harry Northup, Lauren Roselli, Lamont Arnold, John Hall, Ted Monte, George A. Romero, John W. Iwanonkiw, Robert W. Castle, Chris McGinn, Gary Goetzman",8.6,86.0,United States,English
1325004,The Twilight Saga: Eclipse,2010,1.5,David Slade,Melissa Rosenberg,Howard Shore,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Dakota Fanning, Billy Burke, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Ashley Greene, Nikki Reed, Anna Kendrick, Michael Welch, Justin Chon, Christian Serratos, Xavier Samuel, Sarah Clarke, Gil Birmingham, Paul Jarrett, Iris Quinn, Kiowa Gordon, Tyson Houseman, Bronson Pelletier, Alex Meraz, Julia Jones, Tinsel Korey, Chaske Spencer, Alex Rice, Booboo Stewart, Peter Murphy, William Belleau, Justin Rain, Monique Ganderton, Byron Chief-Moon, Mariel Belanger, Jodelle Ferland, Dawn Chubai, Jack Huston, Ben Geldreich, Daniel Cudmore, Cameron Bright, Charlie Bewley, Leah Gibson, Kirsten Zien, Cainan Wiebe, Catalina Sandino Moreno, Elliott Jo Sinclair",5.1,58.0,United States,English
110912,Pulp Fiction,1994,4.0,Quentin Tarantino,Quentin Tarantino,,"John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames, Harvey Keitel, Eric Stoltz, Tim Roth, Amanda Plummer, Maria de Medeiros, Quentin Tarantino, Christopher Walken, Rosanna Arquette, Peter Greene, Duane Whitaker, Angela Jones, Phil LaMarr, Steve Buscemi, Bronagh Gallagher, Laura Lovelace, Frank Whaley, Burr Steers, Paul Calderon, Jerome Patrick Hoban, Michael Gilden, Gary Shorelle, Susan Griffiths, Eric Clark, Joseph Pilato, Brad Blumenthal, Lorelei Leslie, Emil Sitka, Brenda Hillhouse, Chandler Lindauer, Sy Sher, Robert Ruth, Rich Turner, Don Blakely, Carl Allen, Karen Maruyama, Kathy Griffin, Venessia Valentino, Linda Kaye, Stephen Hibbert, Alexis Arquette, Julia Sweeney, Lawrence Bender, Cie Allman, Rene Beard, Glendon Rich, Ani Sava, Richard Rossi",8.8,95.0,United States,English
119174,The Game,1997,3.5,David Fincher,"John Brancato, Michael Ferris, Andrew Kevin Walker, Larry Gross",Howard Shore,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl, Charles Martinet, Scott Hunter McGuire, Florentine Mocanu, Elizabeth Dennehy, Caroline Barclay, Daniel Schorr, John Aprea, Harrison Young, Kimberly Russell, Joe Frank, James Brooks, Gerry Becker, Jarion Monroe, Tommy Flanagan, Bill Flannery, Kat Kilkenny, John Cassini, Harris Savides, Aaron Lucich, Victor Talmadge, Marc Siegler, André Brazeau, Keena Turner, Carlos Hoy, Edward Campbell, Sean Lanthier, Curtis Vanterpool, Jay Gordon, Jeffrey Michael Young, Owen Masterson, Yuji Okumoto, Hideo Kimura, Rachel Flanagan, Mark Boone Junior, Joy Ann Ryan, Peter Davidian, Jack Kehoe, Christopher John Fields, Linda Manz, Vic Ferreira, Duffy Gaver, Bob Stephenson, Sean Moloney, John Hammil, Rachel Steinberg, George Maguire, Trish Summerville, Jason Kristofer, Lily Froehlich, Tammy Koehler, Michael Lynwood, Alex Lynwood, Charles Branklyn, Spike Jonze, Michael Massee, Sara Davallou, Stephen Cowee, J. Anthony Pena, Gypsy Boots, Bob Dini",7.7,63.0,United States,English
3281548,Little Women,2019,4.0,Greta Gerwig,Greta Gerwig,Alexandre Desplat,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, Laura Dern, Timothée Chalamet, Tracy Letts, Bob Odenkirk, James Norton, Louis Garrel, Jayne Houdyshell, Chris Cooper, Meryl Streep, Rafael Silva, Mason Alban, Emily Edström, Maryann Plunkett, Hadley Robinson, Lonnie Farmer, Charlotte Kinder, Ana Cruz Kayne, Edgar Damatian, Erin Rose, Lizzie Short, Dash Barber, Edward Fletcher, Sasha Frolova, David J. Curtis, Harper Pilat, Eowyn Young, Lucy Austin, Bill Mootos, Lewis D. Wheeler, Jen Nikolaisen, Jonathon Acorn, Abby Quinn, Lilly Englert, J.M. Davis, Tom Kemp, Daniel Shea, Anthony Estrella, Adrianne Krstansky, Sophia Gialloreto, Lily Gavin, Finola Weller Baldet, Flannery Gregg, Tony Tucker, Joanne Caidor, Rosario Guillen, Margaret Clinton Weeks, Alexander Jimenez, Natalie Kurzava, J. Michael Winward, Adrian Hoffman, Stephen Ursprung, Tyler Catanella, Jenna Pollack, Meghan Hornblower, Elizabeth Dunn, Danielle Pastuszak, Shawn Ahern, Ellen Oliver, Haley Grove, Sydney Grant, Sayer Mansfield, Jen Passios, Juliana Utz, Justin Genna, Mathew Steele, Preston Martin, Taylor Jorgensen, Nicholas Deyo, Lily Peterson, Jared Reinfeldt, Amber Rothberg",7.8,91.0,United States,English
114369,Se7en,1995,5.0,David Fincher,Andrew Kevin Walker,Howard Shore,"Morgan Freeman, Brad Pitt, Gwyneth Paltrow, John Cassini, Peter Crombie, Reg E. Cathey, R. Lee Ermey, Daniel Zacapa, Andrew Kevin Walker, George Christy, Endre Hules, Hawthorne James, Bob Mack, William Davidson, Bob Collins, Jimmy Dale Hartsell, Richard Roundtree, Charline Su, Dominique Jennings, Allan Kolman, Beverly Burke, Gene Borkan, Julie Araskog, Mario Di Donato, Alfonso Freeman, John C. McGinley, Harrison White, Bob Stephenson, Michael Reid MacKay, Richard Portnow, Tudor Sherrard, Mark Boone Junior, Pamala Tyson, Lennie Loftin, Sarah Reinhardt, Emily Wagner, Martin Serene, Michael Massee, David Correia, Ron Blair, Jennifer Mueller, Leland Orser, Lexie Bigham, Evan Mirand, Paul Eckstein, Harris Savides, Rachel Flanagan, Heidi Schanz, Brian Evers, Shannon Wilcox, Richard Schiff, James Deeth, John Santin, Charles A. Tamburro, Richmond Arquette, Duffy Gaver, Kevin Spacey, Charles S. Dutton, Arthur Max",8.6,65.0,United States,English
26629652,Loveable,2024,3.5,Lilja Ingolfsdottir,Lilja Ingolfsdottir,,"Helga Guren, Oddgeir Thune, Heidi Gjermundsen, Maja Tothammer-Hruza, Marte Magnusdotter Solem, Elisabeth Sand, Aksel August Lenander-Lervik, Victor Roll Nordstoga, Solveig Nesle Stang Haugland, Kyrre Haugen Sydness, Esrom Kidane, Mona Grenne, Lucas Inversini, Else Mariann Enger, Berthina Kayembe, Erik Love Aase Øfsdahl, Anna Lou Mamen",,,Norway,Norwegian
29268110,Smile 2,2024,2.5,Parker Finn,Parker Finn,Cristóbal Tapia de Veer,"Naomi Scott, Rosemarie DeWitt, Lukas Gage, Miles Gutierrez-Riley, Peter Jacobson, Ray Nicholson, Dylan Gelula, Raúl Castillo, Kyle Gallner, Drew Barrymore, Zebedee Row, Roberts Jekabsons, Sean Stolzen, Jon Rua, Vladimir Duthiers, Kristine Johnson, Margot Weintraub, Christopher Bailey, Xhloe Rice, Caitlyn Classey, Ivan Carlo, Mila Falkof, Christopher Sky, Jarrett Austin Brown, Erika Chase, Micaela Lamas, Karma Jenkins, Daphne Zelle, Ken McGraw, Brandi Bravo, Delphi Harrington, Fredi Bernstein, Trevor Newlin, Parker Finn, Charlie Sarroff",6.7,67.0,United States,English
