imdbID,Title,Year,Directors,Writers,Composers,Cast,IMDbRating,Metascore,OriginCountry,OriginalLanguage
87332,Ghostbusters,1984,Ivan Reitman,"Dan Aykroyd, Harold Ramis",Elmer Bernstein,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis, Rick Moranis, Annie Potts, William Atherton, Ernie Hudson, Slavitza Jovan, David Margulies, Steven Tash, Jennifer Runyon, Michael Ensign, Alice Drummond, Jordan Charney, Timothy Carhart, John Rothman, Tom McDermott, Roger Grimsby, Larry King, Joe Franklin, Casey Kasem, John Ring, Norman Matlock, Joe Cirillo, Joe Schmieg, Reginald VelJohnson, Rhoda Gemignani, Murray Rubin, Larry Dilg, Danny Stone, Patty Freedman, Jean Kasem, Lenny Del Genio, Frances E. Nealy, Sam Moses, Christopher Wynkoop, Winston May, Tommy Hollis, Eda Reiss Merin, Ric Mancini, Kathryn Janssen, Stanley Grover, Carol Ann Henry, James Hardie, Frantz Turner, Nancy Kelly, Paul Trafas, Cheryl Birchenfield, Ruth Oliver, Kymberly Herrin, Billy Bryan, Matteo Cafiso, Frankie Como, Peter Costanza, John De Bello, Paddi Edwards, Eldo Ray Estes, Brute Force, Debbie Gibson, Willow Hale, Jon Hayden, Ron Jeremy, Joseph Marzano, Joe Medjuck, Danny Nero, Frank Patton III, Harrison Ray, Ivan Reitman, Frank Rivers, Mario Todisco, Bill Walton, Mark Bryan Wilson, George Sasaki",7.8,71.0,United States,English
1259521,The Cabin in the Woods,2011,Drew Goddard,"Joss Whedon, Drew Goddard",David Julyan,"Kristen Connolly, Fran Kranz, Chris Hemsworth, Jesse Williams, Anna Hutchison, Richard Jenkins, Bradley Whitford, Amy Acker, Brian J. White, Sigourney Weaver, Tim DeZarn, Tom Lenk, Greg Zach, Dan Payne, Jodelle Ferland, Dan Shea, Maya Massar, Matt Drake, Nels Lennarson, Rukiya Bernard, Peter Kelamis, Adrian Holmes, Chelah Horsdal, Terry Chen, Heather Doerksen, Patrick Sabongui, Phillip Mitchell, Naomi Dane, Ellie Harvie, Patrick Gilmore, Brad Dryborough, Emili Kawashima, Aya Furukawa, Maria Go, Serena Akane Chi, Abbey Imai, Marina Ishibashi, Miku Katsuura, Alicia Takase Lui, Jodi Tabuchi, Sara Taira, Alyssandra Yamamoto, Richard Cetrone, Phoebe Galvan, Simon Pidgeon, Matt Phillips, Lori Stewart, Terry Notary",7.0,72.0,United States,English
5164214,Ocean's Eight,2018,Gary Ross,"Olivia Milch, Gary Ross",Daniel Pemberton,"Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling, Sarah Paulson, Awkwafina, Rihanna, Helena Bonham Carter, Richard Armitage, James Corden, Elizabeth Ashley, Dana Ivey, Marlo Thomas, Mary Louise Wilson, Elliott Gould, Shaobo Qin, Griffin Dunne, Deidre Goodwin, Daniella Rabbani, Brian J. Carter, Gemma Forbes, Katherine Hozier-Adams, Freddy J. Davila, Francesca Calo, Midori Francis, Charlotte Kirk, Linda Atkinson, Sas Goldberg, Steven Hauck, David Gibson, Craig Waletzko, Alexandre De Betak, Naheed Khan, Dakota Fanning, Whitney White, Will Stephen, Timothy Woods, Talia Cuomo, Charles Prendergast, Richard Robichaux, Alexander Blaise, Asher Bailey, Brian Anthony Wilson, Damian Young, Gideon Glick, James Hindman, Eaddy Kiernan, David Little, Liana Wright-Mark, Christopher Batyr, Clark Carmichael, Nancy Lemenager, Bianca LaVerne Jones, McNally Sagal, Caitlin Mehner, James Biberi, Migs Govea, Nathanya Alexander, Natasha Harper, Shannon Freyer, Grant Hyun, Tatiana Spottiswoode, Edward Barsamian, Whit Anderson, Conor Donovan, Michael Gandolfini, Jimmy Kieffer, Kevin Dotcom Brown, Simon Feil, Suzanne Jaehne, Doug Yasuda, Robert G. McKay, Soraya Butler, Jill Marie Lawrence, Daniel May Wong, Waris Ahluwalia, Lily Aldridge, Hailey Bieber, Dennis Basso, Derek Blasberg, Andrew Bolton, Hamish Bowles, Leon Bridges, Cindy Bruna, Common, Desiigner, Anna Ewers, Tonne Goodman, Wes Gordon, Prabal Gurung, Gigi Hadid, Matt Harvey, Dee Ocleppo, Tommy Hilfiger, Kendall Jenner, Kylie Jenner, Kim Kardashian, Jaime King, Heidi Klum, Aerin Lauder",6.3,61.0,United States,English
454876,Life of Pi,2012,Ang Lee,David Magee,Mychael Danna,"Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur, Adil Hussain, Tabu, Ayaan Khan, Mohd Abbas Khaleeli, Vibish Sivakumar, Rafe Spall, Gérard Depardieu, James Saito, Jun Naito, Andrea Di Stefano, Shravanthi Sainath, Elie Alouf, T.M. Karthik, Amarendran Ramanan, Hari Mina Bala, Edison Wang, Ko I-chen, Jag Huang, Ravi Natesan, Adyant Balaji, Chirag Agarwal, Ahan André Kamath, Om Kamath, Srilekh Katta, Swati Van Rijswijk, M. Keerthana, Indumohan Poornima, Josephine Nithya B., Samyuktha S., A. Deiva Sundari, G. Vasantakumary, A. Vithya, Mythili Prakash, Raj Patel, Hadiqa Hamid, Iswar Srikumar, Padmini Ramachandran",7.9,79.0,United States,English
77631,Grease,1978,Randal Kleiser,Bronté Woodard,"Jim Jacobs, Warren Casey","Olivia Newton-John, John Travolta, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Susan Buckner, Eve Arden, Frankie Avalon, Joan Blondell, Edd Byrnes, Sid Caesar, Alice Ghostley, Dody Goodman, Lorenzo Lamas, Fannie Flagg, Dick Patterson, Eddie Deezen, Darrell Zwerling, Ellen Travolta, Annette Charles, Dennis Stewart, Barbi Alison, Helena Andreyko, Jennifer Buchanan, Carol Culver, Cindy DeVore, Deborah Fishman, Antonia Franceschi, Sandra Gray, Mimi Lieber, Judy Susman, Dennis Daniels, Larry Dusich, John Robert Garrett, Daniel Levins, Andy Roth, Sean Moran, Greg Rosatti, Lou Spadaccini, Andy Tennant, Richard Weisman, Michael Biehn, Wendie Jo Sperber",7.2,70.0,United States,English
383574,Pirates of the Caribbean: Dead Man's Chest,2006,Gore Verbinski,"Ted Elliott, Terry Rossio",Hans Zimmer,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Jack Davenport, Kevin McNally, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Tom Hollander, Naomie Harris, Alex Norton, David Bailie, Martin Klebba, David Schofield, Lauren Maher, Nej Adamson, Jimmy Roussounis, Moray Treadwell, San Shella, Jim Cody Williams, Michael Miranda, Luke de Woolfson, Derrick O'Connor, Georges Trillat, Israel Aduramo, Gerry O'Brien, Dermot Keaney, Clive Ashborn, Robbie Gee, Neil Panlasigui, Matthew Bowyer, Max Baker, Steve Speirs, John Boswall, Winston Ellis, Christopher Adamson, Andy Beckwith, Jonathan Linsley, Sylver, Reggie Lee, Vanessa Branch, Jonathan Kite, Ho-Kwan Tse, Peter Donald Badalamenti II, Christopher S. Capp, Donald Dowd, Barry McEvoy, Michael Enright, Geoffrey Rush, Simon Meacock, Natsuko Ohama, David Sterne",7.4,53.0,United States,English
97576,Indiana Jones and the Last Crusade,1989,Steven Spielberg,Jeffrey Boam,John Williams,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison, Richard Young, Alexei Sayle, Alex Hyde-White, Paul Maxwell, Isla Blair, Vernon Dobtcheff, J.J. Hardy, Bradley Gregg, Jeff O'Haco, Vince Deadrick Sr., Marc Miles, Ted Grossman, Tim Hiser, Larry Sanders, Will Miles, David Murray, Frederick Jaeger, Jerry Harte, Billy J. Mitchell, Martin Gordon, Paul Humpoletz, Tom Branch, Graeme Crowther, Luke Hanson, Chris Jenkinson, Nicola Scott, Louis Sheldon, Stefan Kalipha, Peter Pacey, Pat Roach, Suzanne Roquette, Eugene Lipinski, George Malpas, Julie Eccles, Nina Armstrong, Vic Armstrong, Dickey Beer, Jack Carter, Graham Cole, Bert Crome, Peter Diamond, Hugh Elton, Albert Evansky, Norman Gay, Nick Gillard, Martin Grace, Paul Heasman, Colin Hunt, Ronald Lacey, Derek Lyons, Paul Markham, Wayne Michaels, Orla Pederson, Lee Richards, Michael Sheard, Lee Sheward, Tip Tipping, Chris Webb",8.2,65.0,United States,English
1670345,Now You See Me,2013,Louis Leterrier,"Edward Ricourt, Ed Solomon, Boaz Yakin",Brian Tyler,"Mark Ruffalo, Jesse Eisenberg, Woody Harrelson, Isla Fisher, Dave Franco, Mélanie Laurent, Morgan Freeman, Michael Caine, Michael Kelly, Common, David Warshofsky, José Garcia, Jessica Lindsey, Caitríona Balfe, Stephanie Honoré, Stanley Wong, Laura Cayouette, Douglas M. Griffin, Adam Shapiro, J. LaRose, Justine Wachsberger, Christian Gazio, Benoit Cransac, Conan O'Brien, Samantha Beaulieu, Odessa Feaster, Shannon Hand, Nicki Daniels Jr., Wendy Miklovic, Brad Abrell, Randy Rousseau, Hunter Burke, Brian Tucker, Teddy Cañez, Joe Chrest, Kerry Cahill, Diego Miró, Adella Gautier, Han Soto, Jaren Mitchell, Scott Shilstone, Zac Waggener, Caleb Michaelson, Anthony Molinari, Griff Furst, Kateryn Swann, Kevin Roy, Kenneth Herrington, Andy Ryan, Erik Blake, Catherine Kim Poon, Michael Hartson, Elias Koteas, David Joseph Martinez",7.2,50.0,United States,English
2975590,Batman v Superman: Dawn of Justice,2016,Zack Snyder,"Chris Terrio, David S. Goyer","Hans Zimmer, Tom Holkenborg","Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Amy Adams, Diane Lane, Laurence Fishburne, Jeremy Irons, Holly Hunter, Scoot McNairy, Callan Mulvey, Tao Okamoto, Brandon Spink, Lauren Cohan, Alan D. Purwin, Mark Edward Taylor, Hugh Maguire, Michael Shannon, Hanna Dworkin, Tiffany L. Addison, Owais Ahmed, Anish Jethmalani, Tiffany Bedwell, Natalee Arteaga, Keith D. Gallagher, Jeff Dumas, Miriam Lee, Alicia Regan, Ripley Sobo, Matahi Drollet, Mormon Maitui, Richard Burden, Taraina Sanford, Julius Tennon, Sammi Rotibi, Michael Cassidy, Wunmi Mosaku, Dennis North, Kiff VandenHeuvel, Mason Heidger, Dan Amboyer, Ahney Her, Jean Ho, Kristine Cabanban, Sebastian Sozzi, Kent Shocknek, Ralph Lister, Sammy A. Publes, Jay R. Adams, Rebecca Buller, Julia Glander, David Midura, Jay Towers, Michael Ellison, Kirill Ostapenko, Cleve McTier, Bevin Kowal, Rashontae Wawrzyniak, Harry Lennix, Christina Wren, Tom Luginbill, Dave Pasch, Danny Mooney, Henry Frost III, Nicole Forester, Debbie Stabenow, Carmen Ayala, Josh Carrizales, James Quesada, Jade Chynoweth, Aida Munoz, Vikram Gandhi, Andrew Sullivan, Charlie Rose, Chad Krowchuk, Neil deGrasse Tyson, Milica Govich, David Dailey Green, Madison Autumn Mies, John Lepard, Thomas M. Taylor, Sandra Love Aldridge, Graham W.J. Beal, Henri Franklin, Jonathan Leigh West, Ezra Miller, Soledad O'Brien, T.J. Martinelli, Chris Newman, Dana Bash, Lulu Dahl, Thom Kikot, John Seibert, Liam Matthews, Sam Logan Khaleghi, Zachary Schafer, Monrico Ward, Anne Marie Damman, Connie Craig, Henrietta Hermelin",6.4,44.0,United States,English
903624,The Hobbit: An Unexpected Journey,2012,Peter Jackson,"Fran Walsh, Philippa Boyens, Peter Jackson, Guillermo del Toro",Howard Shore,"Martin Freeman, Ian McKellen, Richard Armitage, James Nesbitt, Ken Stott, Sylvester McCoy, Barry Humphries, Dean O'Gorman, Aidan Turner, Graham McTavish, Adam Brown, Peter Hambleton, John Callen, Mark Hadlow, Jed Brophy, William Kircher, Stephen Hunter, Andy Serkis, Cate Blanchett, Lee Pace, Hugo Weaving, Christopher Lee, Ian Holm, Elijah Wood, Benedict Cumberbatch, Manu Bennett, Conan Stevens, Jeffrey Thomas, Michael Mizrahi, John Rawls, Stephen Ure, Timothy Bartlett, Bret McKenzie, Kiran Shah, Glenn Boswell, Thomas Robins, Ruby Acevedo, Katie Jackson, Isaac Miller, Ella Olssen, Louis Ashbourne Serkis, Sonny Ashbourne Serkis, Ruby Ashbourne Serkis, Terry Notary, Peter Jackson, Brendan Casey, Jarred Blakiston",7.8,58.0,United States,English
1001526,Megamind,2010,Tom McGrath,"Alan Schoolcraft, Brent Simons","Lorne Balfe, Hans Zimmer","Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill, David Cross, Ben Stiller, Justin Theroux, Jessica Schulte, Tom McGrath, Emily Nordwind, J.K. Simmons, Ella Stiller, Quinn Dempsey Stiller, Brian Hopkins, Christopher Knights, Mike Mitchell, Jasper Johannes Andrews, Jack Blessing, Stephen Kearin",7.3,63.0,United States,English
1877832,X-Men: Days of Future Past,2014,Bryan Singer,Simon Kinberg,John Ottman,"Hugh Jackman, James McAvoy, Michael Fassbender, Patrick Stewart, Ian McKellen, Jennifer Lawrence, Halle Berry, Nicholas Hoult, Anna Paquin, Elliot Page, Peter Dinklage, Shawn Ashmore, Omar Sy, Evan Peters, Josh Helman, Daniel Cudmore, Fan Bingbing, Adan Canto, Booboo Stewart, Evan Jonigkeit, Famke Janssen, James Marsden, Lucas Till, Mark Camacho, Zehra Leverman, Alexander Felici, Jan Gerste, Massimo Cannistraro, Mike Dopud, Lee Villeneuve, Andreas Apergis, Robert Montcalm, Gregg Lowe, Jaa Smith-Johnson, Alex Ivanovici, Alain Dahan, Freddy Bessa, Patricia Tougas, Michael Lerner, Chris Claremont, Len Wein, François Paquette, Zabryna Guevara, Angela Galuppo, Milo Chang Sigel, Kiana Chang Sigel, Victor Cornfoot, Brent Skagford, Kyle Gatehouse, John-Sébastien Côté, Stéphane Julien, Taris Tyler, Darryl Scheelar, Thai-Hoa Le, Johnny Tran, Gregory Hlady, Dang Quoc Thinh, Vladimir Aksenov, Jimmy Chan, Julian Casey, Robert Crooks, Matt Cooke, Tim Post, Jason Deline, Karine Vanasse, Pierre Leblanc, Jude Beny, Arthur Holden, Sean Curley, Susanna Fournier, Andrew Peplowski, John Sanford Moore, Moe Jeudy-Lamour, Harry Standjofski, Brianna Bone, Neil Napier, Jason Koehler, Miya Shelton-Contreras, Mizinga Mwinga, Christian Jadah, Brendan Pedder, Bryan Singer, Kelsey Grammer",7.9,75.0,United States,English
1323594,Despicable Me,2010,"Chris Renaud, Pierre Coffin","Ken Daurio, Cinco Paul","Heitor Pereira, Pharrell Williams, Chris Westlake","Steve Carell, Jason Segel, Miranda Cosgrove, Elsie Fisher, Dana Gaier, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Pierre Coffin, Chris Renaud, Jemaine Clement, Jack McBrayer, Danny McBride, Mindy Kaling, Rob Huebel, Ken Daurio, Ken Jeong, Charles Bright, Katie Leigh, Ranjani Brow, Scott Menville, Holly Dorff, Edie Mirman, Jackie Gonneau, Al Rodrigo, Wendy Hoffmann, Jakob Roston, James Kyson, John Hans Tester, Tony Lee, Debi Mae West, Gad Elmaleh, Jonathan Cohen",7.6,72.0,United States,English
1477834,Aquaman,2018,James Wan,"David Leslie Johnson-McGoldrick, Will Beall",Rupert Gregson-Williams,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Ludi Lin, Michael Beach, Randall Park, Graham McTavish, Leigh Whannell, Tainui Kirkwood, Tamor Kirkwood, Denzel Quirke, Kaan Guldur, Otis Dhanji, Kekoa Kekumano, Julie Andrews, John Rhys-Davies, Djimon Hounsou, Andrew Crawford, Sophia Forrest, Natalia Safran, Micah Ohlman, Jack Andrew, Frankie Creagh-Leslie, Sophia Emberson-Bain, Ilya Melnikoff, Hank Amos, Kyryl Koltsov, Patrick Cox, Luke Owen, Robert Longstreet, Devika Parikh, Sonny Le, Jon Fabian, Mabel Tamone, Rita Dinardo, Anthony Standish, Nicolette Bianca, Victor Leto, Vincent B. Gorce, Gabriella Petkova, Oriana Lacono, Pearl Grantham, Noa Tsuchiya, Alice Lanesbury, Nicolas Bosc, Joshua Levinson, Jordy Campbell, Braden Lewis",6.8,55.0,United States,English
448115,Shazam!,2019,David F. Sandberg,Henry Gayden,Benjamin Wallfisch,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, Adam Brody, Djimon Hounsou, Faithe Herman, Meagan Good, Grace Caroline Currey, Michelle Borth, Ian Chen, Ross Butler, Jovan Armand, D.J. Cotrona, Marta Milans, Cooper Andrews, Ethan Pugiotto, John Glover, Landon Doak, Wayne Ward, Paul Braunstein, Nadine Whiteman, David Kohlsmith, Caroline Palmer, Emily Nixon, Michael Xavier, Keisha T. Fraser, Andi Osho, Lotta Losten, Lisa Truong, Carson MacCormac, Evan Marsh, Joseph Pierre, Jhaleil Swaby, Misha Rasaiah, Luke Gallo, Lovina Yavari, Craig Henry, Shawn Stewart, Kerri Kamara, Adam Rodness, Cliff Saunders, Simon Northwood, Ken Mohabir, Paloma Nuñez, Ilan O'Driscoll, Bryce Arden Poe, Tosh Robertson, Rachel Boyd, Jeff Sanca, Dan Skene, Angelica Lisk-Hann, Cassandra Ebner, John Stead, Allen Keng, Mitra Suri, Stephannie Hawkins, Eli Martyr, Nneka Elliott, Aria Anthony, Brian Kaulback, Chemika Bennett-Heath, Deborah Tennant, Martin Roach, Allison Brennan, Damir Andrei, Steve Newburn, Neil Morrill, Stephen Alexander, Pearl Sun, Anthony Gritsyuk, Jesse Bond, Harper Gunn, Matthew Binkley, Violetta Pioro, Jackson Reid, Hazel Gorin, Steve Blum, Darin De Paul, Fred Tatasciore, Callie Presniak, Craig Warnock, Pamela Matthews, Ava Preston, Manuel Rodriguez-Saenz, Ali Badshah, Tabitha Tao, Lisa Codrington, Seth Green, David F. Sandberg, Ryan Handley, Bill R. Dean, Jim Pagiamtzis, Natalia Safran",7.0,71.0,United States,English
120917,The Emperor's New Groove,2000,Mark Dindal,David Reynolds,John Debney,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Kellyann Kelso, Eli Russell Linnetz, Stephen J. Anderson, Bob Bergen, Rodger Bumpass, Robert Clotworthy, Jennifer Darling, Patti Deutsch, John Fiedler, Miriam Flynn, Geri Lee Gorowski, Sherry Lynn, Danny Mann, Mickie McGowan, D.F. Reynolds, Andre Stojka, Steve Susskind, Joe Whyte, Jack Angel, Mark Dindal, Bill Farmer, Carole Jeghers, Tom Jones, Patrick Pinney, Jess Harnell, Phil Proctor",7.4,70.0,United States,English
87469,Indiana Jones and the Temple of Doom,1984,Steven Spielberg,"Gloria Katz, Willard Huyck",John Williams,"Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri, Roshan Seth, Philip Stone, Roy Chiao, David Yip, Ric Young, Chua Kah Joo, Rex Ngui, Philip Tan, Dan Aykroyd, Akio Mitamura, Michael Yama, D.R. Nanayakkara, Dharmadasa Kuruppu, Stany De Silva, Ruby de Mel, Denavaka Hamine, Iranganie Serasinghe, Dharshana Panangala, Raj Singh, Frank Olegario, Ahmed El Shenawi, Arthur F. Repola, Nizwar Karanj, Pat Roach, Moti Makan, Mellan Mitchell, Bhasker Patel, Arjun Pandher, Zia Gelani, Debbie Astell, Maureen Bacchus, Corinne Barton, Carol Beddington, Sharon Boone, Elizabeth Burville, Marisa Campbell, Christine Cartwright, Andrea Chance, Jan Colton, Louise Dalgleish, Lorraine Doyle, Vanessa Fieldwright, Brenda Glassman, Elaine Gough, Sue Hadleigh, Sarah-Jane Hassell, Samantha Hughes, Julie Kirk, Deirdre Laird, Vicki McDonald, Nina McMahon, Julia Marstand, Gaynor Martine, Lisa Mulidore, Dawn Reddall, Rebekkah Sekyi, Clare Smalley, Lee Sprintall, Jenny Turnock, Ruth Welby, Yash Agnihotri, Dickey Beer, Kenneth Coombs, Sidney Ganis, Billy Horrigan, Kathleen Kennedy, Brad Kesten, Alex Klaus, Katie Leigh, Patrick Loh, George Lucas, Tress MacNeille, Frank Marshall, Anthony Powell, Steven Spielberg, Guy Standeven, Ron Taylor",7.5,57.0,United States,English
2283362,Jumanji: Welcome to the Jungle,2017,Jake Kasdan,"Erik Sommers, Scott Rosenberg, Chris McKenna, Jeff Pinkner",Henry Jackman,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby, Bobby Cannavale, Nick Jonas, Alex Wolff, Ser'Darius Blain, Madison Iseman, Morgan Turner, Sean Buxton, Mason Guccione, Marin Hinkle, Tracey Bonner, Najah Jackson, Natasha Charles Parker, Kat Altman, Maribeth Monroe, Missi Pyle, Michael Shacket, Jamie Renell, Marc Evan Jackson, Carlease Burke, Jason New, Rohan Chand, William Tokarsky, Tait Fletcher, Stephen Dunlevy, Rob Mars, Colin Hanks, Virginia Newcomb, Sylvia Jefferies, Daniel Salyers, Tim Matheson, Tad Sallee, Ryan Baughman, Maddie Nichols, Ashley Lonardo, Friday Chamberlain, Ted Williams, Juan Gaspard, Scott Hunter, Maiya Boyd, Natasha Mayet, Danny Pardo",7.0,58.0,United States,English
4912910,Mission: Impossible - Fallout,2018,Christopher McQuarrie,Christopher McQuarrie,Lorne Balfe,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg, Rebecca Ferguson, Sean Harris, Angela Bassett, Vanessa Kirby, Michelle Monaghan, Wes Bentley, Frederick Schmidt, Alec Baldwin, Liang Yang, Kristoffer Joner, Wolf Blitzer, Raphael Acloque, Andrew Cazanave Pin, Christophe de Choisy, Raphael Desprez, Jean Baptiste Fillon, Maximilian Geller, Olivier Huband, Vincent Latorre, Thierry Picaut, Alexandre Poole, Guy Remy, Alix Bénézech, Joey Ansah, Velibor Topic, Dean Ashton, Harvey Djent, Grahame Fox, David Mumeni, Charlie Archer, Caspar Phillipson, Lolly Adefope, Ffion Jolly, Russ Bain, Ross O'Hennessy, Nigel Allen, Tracey Saunders, Alicia Mencía Castaño, Lady Conny Sharples, Jessie Vinning, Stuart Davidson, Julianne Binard, Hiten Patel, Jag Patel, Godiva Marshall, Robert Ryan, Pamela Cook, Stephen Erhirhi, Christopher McQuarrie",7.7,87.0,United States,English
104431,Home Alone 2: Lost in New York,1992,Chris Columbus,John Hughes,John Williams,"Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara, John Heard, Brenda Fricker, Tim Curry, Devin Ratray, Gerry Bamman, Rob Schneider, Michael C. Maronna, Terrie Snell, Hillary Wolf, Maureen Elisabeth Shay, Dana Ivey, Eddie Bracken, Kieran Culkin, Jedidiah Cohen, Senta Moses, Diana Rein, Anna Slotky, Leigh Zimmerman, Ralph Foody, Clare Hoak, Monica Devereux, Bob Eubanks, Rip Taylor, Jaye P. Morgan, Jimmie Walker, Patricia Devereux, Aimee Devereux, A.M. Columbus, Joe Liss, Teri McEvoy, Ally Sheedy, Harry Hutchinson, Clarke Devereux, Sandra Macat, Venessia Valentino, Andre Lachaumette, Rick Shafer, Rod Sell, Ron Canada, Cedric Young, William D'Ambra, Mark Morettini, Fred Krause, James Cole, Warren Rice, Thomas Civitano, Daniel Dassin, Donna Black, Abdoulaye N'Gom, Peter Pantaleo, Michael Hansen, Michael Goldfinger, Mario Todisco, Anthony Cannata, Eleanor Columbus, Karen Giordano, Fran McGee, Leonard Tepper, Kevin Thomas, Al Cerullo, Dan Buckman, Laurence S. Chess, Chris Columbus, Jonathon Gentry, Kate Hudson, Eric Ian, Karen Jensen-Clark, Jeffrey Landman, Eden Riegel, Mike Sode, Paul Zimmerman, Donald Trump, Frank Oz",6.9,46.0,United States,English
268380,Ice Age,2002,Chris Wedge,"Michael Berg, Michael J. Wilson, Peter Ackerman",David Newman,"Ray Romano, John Leguizamo, Denis Leary, Goran Višnjić, Jack Black, Cedric the Entertainer, Stephen Root, Diedrich Bader, Alan Tudyk, Lorri Bagley, Jane Krakowski, Peter Ackerman, P.J. Benjamin, Josh Hamilton, Chris Wedge, Denny Dillon, Mitzi McCall, Tara Strong, Darin De Paul, Dann Fink, Patrick Pinney, Phil Proctor, Gérard Lanvin, Vincent Cassel, Élie Semoun",7.5,61.0,United States,English
770828,Man of Steel,2013,Zack Snyder,David S. Goyer,Hans Zimmer,"Henry Cavill, Amy Adams, Russell Crowe, Michael Shannon, Kevin Costner, Laurence Fishburne, Diane Lane, Ayelet Zurer, Christopher Meloni, Richard Schiff, Antje Traue, Jadin Gould, Harry Lennix, Dylan Sprayberry, Cooper Timberline, Richard Cetrone, Mackenzie Gray, Julian Richings, Mary Black, Samantha Win, Michael Kelly, Rebecca Buller, Christina Wren, David James Lewis, Tahmoh Penikett, Doug Abrahams, Brad Kelly, David Paetkau, Elizabeth Thai, Ian Rozylo, Alessandro Juliani, Kwesi Ameyaw, Mike Dopud, Jack Foley, Robert Gerdisch, Ryan Mitchell, Alexa Gengelbach, Stephanie Kraft Song, Caroline Thomas, Coburn Goss, Lesley Bevan, Chad Krowchuk, Ian Tracey, Carmen Lavigne, Howard Siegel, Heidi Kettering, Justin Butler, Jacqueline Scislowski, Danny Coonley, Sally Elling, Joseph Cranford, Clint Carleton, Mark Gibbon, Stuart Ambrose, Tom Nagel, Jackson Berlin, George Canyon, Kyle Riefsnyder, Aaron Smolinski, Carla Gugino, Bruce Bohne, Rowen Kahn, Robert Moloney, Sean Campbell, Aaron Pearl, Rebecca Spence, Joe Miñoso, Brian King, Madison Moran, Gabe Darley, Bridgett Newton, Revard Dufresne, Apollonia Vanova, Dan Aho, Ronald W. Gibbs, Chris Palermo, Edmundo Raul Sanchez, Nicholas W. von Zill, Allison Crowe, Nick Touchie, Eileen Touchie, Malcolm Scott, Rondel Reynoldson, Johnny Otto, Autumn Snyder",7.1,55.0,United States,English
1631867,Edge of Tomorrow,2014,Doug Liman,"Christopher McQuarrie, Jez Butterworth, John-Henry Butterworth",Christophe Beck,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong, Tony Way, Kick Gurry, Franz Drameh, Dragomir Mrsic, Charlotte Riley, Masayoshi Haneda, Terence Maynard, Noah Taylor, Lara Pulver, Madeleine Mantock, Assly Zandry, Sebastian Blunt, Beth Goddard, Ronan Summers, Aaron Romano, Usman Akram, Bentley Kalu, Mairead McKinley, Andrew Neil, Martin Hyder, Tommy Campbell, John Dutton, Harry Landis, Rachel Handshaw, Martin McDougall, Anna Botting, Jane Hill, Erin Burnett, Danny Kushmaro, David Kaye, Johnny Otto, Stuart Matthews, Lamin Tamba, Philip Harvey, Marianne Jean-Baptiste, JD Roth-Round",7.9,71.0,United States,English
